Date,Close
2022-01-01,122.10333840689232
2022-01-02,91.19612375012727
2022-01-03,156.76215978356674
2022-01-04,134.25468780453434
2022-01-05,153.04370910536477
2022-01-06,111.3547377860788
2022-01-07,122.27177738774616
2022-01-08,112.77938154551845
2022-01-09,61.67159143512153
2022-01-10,64.25794688424958
2022-01-11,127.88089562806779
2022-01-12,125.58972938360397
2022-01-13,176.6680184400578
2022-01-14,108.5923350193572
2022-01-15,199.72861162264968
2022-01-16,93.77827938519827
2022-01-17,122.47330384069524
2022-01-18,109.9873812453246
2022-01-19,165.44164432777097
2022-01-20,166.97021374965738
2022-01-21,59.50806776789107
2022-01-22,92.25800810855092
2022-01-23,188.85967094952562
2022-01-24,116.02693299263025
2022-01-25,112.77347624106486
2022-01-26,196.09626149990544
2022-01-27,53.53375351298559
2022-01-28,88.43317074090038
2022-01-29,52.41267161564516
2022-01-30,101.45884940545989
2022-01-31,196.84533471871003
2022-02-01,196.13588426451065
2022-02-02,90.16460358159752
2022-02-03,92.63126160821123
2022-02-04,117.46616944015581
2022-02-05,87.91678726302351
2022-02-06,143.13232014123003
2022-02-07,191.67720323408048
2022-02-08,149.76675547310668
2022-02-09,146.3653827890775
2022-02-10,106.02807944749574
2022-02-11,146.43216813978387
2022-02-12,98.20873165108071
2022-02-13,135.16602206524385
2022-02-14,50.32293746095416
2022-02-15,150.99121501879065
2022-02-16,159.5387155177815
2022-02-17,184.7833594437329
2022-02-18,112.039785362551
2022-02-19,177.419745206372
2022-02-20,64.57752851330694
2022-02-21,108.73848726994534
2022-02-22,50.87811082739538
2022-02-23,93.18950507171644
2022-02-24,127.54500838466538
2022-02-25,82.63796393630832
2022-02-26,94.00793974631583
2022-02-27,157.0353548508765
2022-02-28,91.58317186655248
2022-03-01,76.65271506927918
2022-03-02,194.2644659222391
2022-03-03,169.78195447127496
2022-03-04,191.95749247743268
2022-03-05,173.48525808137967
2022-03-06,74.24236550340918
2022-03-07,147.46216820487916
2022-03-08,160.53392404757096
2022-03-09,123.12867875460621
2022-03-10,137.4957156697739
2022-03-11,117.88977409987653
2022-03-12,69.05264103894714
2022-03-13,88.03555365506868
2022-03-14,189.79091304577653
2022-03-15,114.18690464572157
2022-03-16,185.98510170032023
2022-03-17,157.0682193670078
2022-03-18,119.87602079938183
2022-03-19,134.59704087123092
2022-03-20,95.15102157397189
2022-03-21,138.6042709469837
2022-03-22,84.07331932095244
2022-03-23,98.97011348061926
2022-03-24,114.71182061415271
2022-03-25,129.75954214353072
2022-03-26,165.24882470855547
2022-03-27,92.82706668565156
2022-03-28,198.6365365516161
2022-03-29,103.99464242200791
2022-03-30,95.35558479021542
2022-03-31,166.62100769292857
2022-04-01,105.8211185442422
2022-04-02,181.1262965173005
2022-04-03,58.780030502553664
2022-04-04,104.3043109777649
2022-04-05,171.6824723490779
2022-04-06,93.10062677247811
2022-04-07,144.42802851694552
2022-04-08,108.51251520941187
2022-04-09,189.63405432703712
2022-04-10,165.46643595939227
2022-04-11,185.63891623356113
2022-04-12,78.21907090619955
2022-04-13,196.4851075797481
2022-04-14,193.91147450001736
2022-04-15,64.38547767824902
2022-04-16,182.3048203316377
2022-04-17,172.15703599758788
2022-04-18,197.83197701017204
2022-04-19,69.03130370028217
2022-04-20,179.18616706519848
2022-04-21,92.20824906047919
2022-04-22,197.54909227390857
2022-04-23,84.86225509398994
2022-04-24,102.75570140998555
2022-04-25,69.33877367392142
2022-04-26,112.36306254497103
2022-04-27,106.54878769016418
2022-04-28,122.63227134394775
2022-04-29,51.00766399201737
2022-04-30,56.12922232855468
2022-05-01,68.92677270528633
2022-05-02,148.38651775421388
2022-05-03,137.46154617132953
2022-05-04,184.48058121610688
2022-05-05,77.65111093707189
2022-05-06,56.37474050333469
2022-05-07,122.65293188870545
2022-05-08,119.6276392545454
2022-05-09,67.97495083253531
2022-05-10,198.68687026645156
2022-05-11,104.47418375115868
2022-05-12,192.6323673246975
2022-05-13,60.05975229461507
2022-05-14,184.36407162861795
2022-05-15,99.74822138879541
2022-05-16,150.81396390191438
2022-05-17,162.511914180669
2022-05-18,171.497092751794
2022-05-19,80.88413093569746
2022-05-20,53.362907887326294
2022-05-21,66.79399640510694
2022-05-22,77.95993152749872
2022-05-23,145.69273393037463
2022-05-24,193.67402815409858
2022-05-25,50.2717236732954
2022-05-26,184.5412125107503
2022-05-27,74.95739226456962
2022-05-28,74.87440321362172
2022-05-29,64.16643313670684
2022-05-30,75.32401007462073
2022-05-31,106.17242583590189
2022-06-01,70.76120294572596
2022-06-02,57.69126413421583
2022-06-03,93.35167461132386
2022-06-04,81.74184308560191
2022-06-05,179.19602615173636
2022-06-06,156.41000535626966
2022-06-07,178.48676012688935
2022-06-08,193.26261840920347
2022-06-09,64.99207294396501
2022-06-10,138.29504552238652
2022-06-11,149.42638554131673
2022-06-12,78.17094544683354
2022-06-13,98.76073038362011
2022-06-14,174.7208054874839
2022-06-15,131.46379999509787
2022-06-16,109.64415036557139
2022-06-17,102.87126513739253
2022-06-18,89.81851888612783
2022-06-19,123.25984392432991
2022-06-20,165.18625639677254
2022-06-21,158.5504407829623
2022-06-22,94.98445436819605
2022-06-23,86.58008394121117
2022-06-24,52.35048122864346
2022-06-25,167.99074019881778
2022-06-26,67.63372458347342
2022-06-27,144.67780444187358
2022-06-28,121.75535484117377
2022-06-29,192.31713733101853
2022-06-30,71.79945422480331
2022-07-01,82.54636626232752
2022-07-02,80.24074931121217
2022-07-03,182.34941850380824
2022-07-04,125.19945824631566
2022-07-05,57.46978976261413
2022-07-06,182.97052222899805
2022-07-07,137.6852812933821
2022-07-08,57.04461110596107
2022-07-09,127.90972829162017
2022-07-10,176.1750821338547
